week_start,region_id,metric_name,calculation_method,unit,lakehouse_value,bi_report_value,ops_platform_value,absolute_delta,within_tolerance,suspected_driver
2026-03-09,REG10,repeat_visit_rate,weighted average,percent,15.56,15.16,15.79,0.41,yes,technician reassignment
2026-03-09,REG10,on_time_arrival_rate,weighted average,percent,85.93,86.41,86.25,0.48,yes,missing cancellation filter
2026-03-09,REG10,technician_utilization,average,percent,86.69,85.1,85.72,1.59,no,late arriving work order status
2026-03-09,REG10,cost_per_work_order,weighted average,dollars,130.27,129.08,130.03,1.19,yes,missing cancellation filter
2026-03-16,REG10,completed_orders,sum,orders,3430,3435.94,3431.86,5.94,no,late arriving work order status
2026-03-16,REG10,first_visit_fix_rate,weighted average,percent,66.41,67.01,66.73,0.6,yes,timezone boundary
2026-03-16,REG10,repeat_visit_rate,weighted average,percent,13.69,13.6,13.73,0.08,yes,missing cancellation filter
2026-03-16,REG10,on_time_arrival_rate,weighted average,percent,87.64,86.93,87.53,0.71,yes,timezone boundary
2026-03-16,REG10,technician_utilization,average,percent,87.93,89.06,88.52,1.13,no,duplicate appointment event
2026-03-16,REG10,cost_per_work_order,weighted average,dollars,137.37,137.43,137.09,0.06,yes,missing cancellation filter
2026-03-23,REG10,completed_orders,sum,orders,3547,3538.97,3545.2,8.03,no,missing cancellation filter
2026-03-23,REG10,first_visit_fix_rate,weighted average,percent,66.98,67.85,67.18,0.87,no,duplicate appointment event
2026-03-23,REG10,repeat_visit_rate,weighted average,percent,13.08,13.14,13.27,0.06,yes,duplicate appointment event
2026-03-23,REG10,on_time_arrival_rate,weighted average,percent,86.08,85.86,85.84,0.22,yes,duplicate appointment event
2026-03-23,REG10,technician_utilization,average,percent,91.24,89.66,90.6,1.58,no,late arriving work order status
2026-03-23,REG10,cost_per_work_order,weighted average,dollars,138.11,138.22,138.12,0.1,yes,technician reassignment
2026-03-30,REG10,completed_orders,sum,orders,3398,3394.84,3396.41,3.16,yes,timezone boundary
2026-03-30,REG10,first_visit_fix_rate,weighted average,percent,68.25,68.61,68.48,0.36,yes,missing cancellation filter
2026-03-30,REG10,repeat_visit_rate,weighted average,percent,14.87,15.44,14.99,0.56,yes,duplicate appointment event
2026-03-30,REG10,on_time_arrival_rate,weighted average,percent,83.58,84.51,83.83,0.93,no,technician reassignment
2026-03-30,REG10,technician_utilization,average,percent,87.94,86.44,87.23,1.5,no,late arriving work order status
2026-03-30,REG10,cost_per_work_order,weighted average,dollars,128.59,130.18,129.04,1.59,no,duplicate appointment event
2026-04-06,REG10,completed_orders,sum,orders,3373,3368.08,3370.83,4.92,no,duplicate appointment event
2026-04-06,REG10,first_visit_fix_rate,weighted average,percent,69.5,69.45,69.62,0.05,yes,missing cancellation filter
2026-04-06,REG10,repeat_visit_rate,weighted average,percent,13.97,14.1,13.93,0.13,yes,late arriving work order status
2026-04-06,REG10,on_time_arrival_rate,weighted average,percent,85.25,86.96,86.3,1.71,no,timezone boundary
2026-04-06,REG10,technician_utilization,average,percent,87.46,88.51,88.13,1.06,no,late arriving work order status
2026-04-06,REG10,cost_per_work_order,weighted average,dollars,135.15,133.1,133.63,2.05,no,missing cancellation filter
2026-04-13,REG10,completed_orders,sum,orders,3383,3382.85,3382.97,0.15,yes,timezone boundary
2026-04-13,REG10,first_visit_fix_rate,weighted average,percent,67.87,67.76,67.72,0.11,yes,late arriving work order status
2026-04-13,REG10,repeat_visit_rate,weighted average,percent,13.88,12.24,12.95,1.65,no,missing cancellation filter
2026-04-13,REG10,on_time_arrival_rate,weighted average,percent,87.09,87.5,87.03,0.41,yes,late arriving work order status
2026-04-13,REG10,technician_utilization,average,percent,88.37,89.27,88.66,0.9,no,missing cancellation filter
2026-04-13,REG10,cost_per_work_order,weighted average,dollars,133.61,131.86,132.21,1.75,no,late arriving work order status
2026-04-20,REG10,completed_orders,sum,orders,3402,3401.93,3401.95,0.07,yes,late arriving work order status
2026-04-20,REG10,first_visit_fix_rate,weighted average,percent,69.35,70.13,69.63,0.78,no,technician reassignment
2026-04-20,REG10,repeat_visit_rate,weighted average,percent,14.12,12.04,13.6,2.08,no,duplicate appointment event
2026-04-20,REG10,on_time_arrival_rate,weighted average,percent,85.88,85.9,85.85,0.02,yes,duplicate appointment event
2026-04-20,REG10,technician_utilization,average,percent,89.93,90.01,90.12,0.08,yes,technician reassignment
2026-04-20,REG10,cost_per_work_order,weighted average,dollars,133.63,133.72,133.73,0.09,yes,duplicate appointment event
2026-04-27,REG10,completed_orders,sum,orders,3121,3113.05,3116.7,7.95,no,technician reassignment
2026-04-27,REG10,first_visit_fix_rate,weighted average,percent,68.42,68.48,68.44,0.06,yes,timezone boundary
2026-04-27,REG10,repeat_visit_rate,weighted average,percent,15.01,14.26,14.64,0.75,yes,timezone boundary
2026-04-27,REG10,on_time_arrival_rate,weighted average,percent,85.3,83.86,84.4,1.44,no,technician reassignment
2026-04-27,REG10,technician_utilization,average,percent,81.37,81.35,81.37,0.02,yes,missing cancellation filter
2026-04-27,REG10,cost_per_work_order,weighted average,dollars,127.89,127.95,128.01,0.06,yes,duplicate appointment event
2026-05-04,REG10,completed_orders,sum,orders,3595,3590.63,3592.22,4.37,no,timezone boundary
2026-05-04,REG10,first_visit_fix_rate,weighted average,percent,69.01,68.36,68.39,0.65,yes,technician reassignment
2026-05-04,REG10,repeat_visit_rate,weighted average,percent,13.79,13.82,13.77,0.03,yes,missing cancellation filter
2026-05-04,REG10,on_time_arrival_rate,weighted average,percent,85.76,86.59,86.28,0.82,no,technician reassignment
2026-05-04,REG10,technician_utilization,average,percent,92.96,93.56,93.34,0.6,yes,missing cancellation filter
2026-05-04,REG10,cost_per_work_order,weighted average,dollars,141.87,145.11,142.73,3.24,no,missing cancellation filter
2026-01-05,REG11,completed_orders,sum,orders,6076,6068.43,6073.59,7.57,no,missing cancellation filter
2026-01-05,REG11,first_visit_fix_rate,weighted average,percent,74.01,72.64,73.5,1.37,no,technician reassignment
2026-01-05,REG11,repeat_visit_rate,weighted average,percent,14.42,15.39,14.81,0.96,no,late arriving work order status
2026-01-05,REG11,on_time_arrival_rate,weighted average,percent,86.11,86.18,86.61,0.08,yes,late arriving work order status
2026-01-05,REG11,technician_utilization,average,percent,91.59,91.93,91.73,0.35,yes,late arriving work order status
2026-01-05,REG11,cost_per_work_order,weighted average,dollars,129.95,133.0,131.21,3.05,no,late arriving work order status
2026-01-12,REG11,completed_orders,sum,orders,6008,6014.54,6012.06,6.54,no,technician reassignment
2026-01-12,REG11,first_visit_fix_rate,weighted average,percent,76.12,75.37,75.86,0.76,no,technician reassignment
2026-01-12,REG11,repeat_visit_rate,weighted average,percent,13.33,13.64,13.56,0.31,yes,late arriving work order status
2026-01-12,REG11,on_time_arrival_rate,weighted average,percent,84.82,85.34,84.98,0.51,yes,late arriving work order status
2026-01-12,REG11,technician_utilization,average,percent,90.91,90.92,90.95,0.0,yes,missing cancellation filter
2026-01-12,REG11,cost_per_work_order,weighted average,dollars,131.67,132.29,131.72,0.62,yes,technician reassignment
2026-01-19,REG11,completed_orders,sum,orders,6104,6099.58,6102.01,4.42,no,duplicate appointment event
2026-01-19,REG11,first_visit_fix_rate,weighted average,percent,76.55,76.76,76.98,0.21,yes,late arriving work order status
2026-01-19,REG11,repeat_visit_rate,weighted average,percent,13.35,13.08,13.29,0.28,yes,missing cancellation filter
2026-01-19,REG11,on_time_arrival_rate,weighted average,percent,83.92,86.33,84.66,2.41,no,late arriving work order status
2026-01-19,REG11,technician_utilization,average,percent,95.47,95.58,95.6,0.1,yes,late arriving work order status
2026-01-19,REG11,cost_per_work_order,weighted average,dollars,129.93,130.02,129.99,0.1,yes,timezone boundary
2026-01-26,REG11,completed_orders,sum,orders,6119,6123.87,6120.3,4.87,no,timezone boundary
2026-01-26,REG11,first_visit_fix_rate,weighted average,percent,75.47,77.45,76.39,1.99,no,duplicate appointment event
2026-01-26,REG11,repeat_visit_rate,weighted average,percent,12.33,13.45,12.59,1.12,no,late arriving work order status
2026-01-26,REG11,on_time_arrival_rate,weighted average,percent,86.78,88.97,88.09,2.19,no,duplicate appointment event
2026-01-26,REG11,technician_utilization,average,percent,89.17,89.14,89.25,0.03,yes,duplicate appointment event
2026-01-26,REG11,cost_per_work_order,weighted average,dollars,135.52,135.49,135.54,0.03,yes,duplicate appointment event
2026-02-02,REG11,completed_orders,sum,orders,6182,6184.81,6182.93,2.81,yes,duplicate appointment event
2026-02-02,REG11,first_visit_fix_rate,weighted average,percent,73.99,73.29,73.75,0.7,yes,missing cancellation filter
2026-02-02,REG11,repeat_visit_rate,weighted average,percent,13.13,13.27,12.91,0.14,yes,technician reassignment
2026-02-02,REG11,on_time_arrival_rate,weighted average,percent,85.84,88.06,86.24,2.22,no,late arriving work order status
2026-02-02,REG11,technician_utilization,average,percent,92.87,93.82,93.15,0.94,no,technician reassignment
2026-02-02,REG11,cost_per_work_order,weighted average,dollars,142.89,143.83,143.55,0.94,yes,late arriving work order status
2026-02-09,REG11,completed_orders,sum,orders,5648,5638.44,5645.5,9.56,no,missing cancellation filter
2026-02-09,REG11,first_visit_fix_rate,weighted average,percent,75.51,75.48,75.66,0.03,yes,duplicate appointment event
2026-02-09,REG11,repeat_visit_rate,weighted average,percent,13.29,14.18,14.05,0.89,no,technician reassignment
2026-02-09,REG11,on_time_arrival_rate,weighted average,percent,86.39,87.6,87.09,1.21,no,technician reassignment
2026-02-09,REG11,technician_utilization,average,percent,87.06,87.08,87.11,0.02,yes,late arriving work order status
2026-02-09,REG11,cost_per_work_order,weighted average,dollars,132.19,131.05,131.96,1.14,yes,late arriving work order status
2026-02-16,REG11,completed_orders,sum,orders,6013,6009.19,6011.02,3.81,yes,missing cancellation filter
2026-02-16,REG11,first_visit_fix_rate,weighted average,percent,73.97,74.07,73.99,0.1,yes,technician reassignment
2026-02-16,REG11,repeat_visit_rate,weighted average,percent,14.15,13.05,13.45,1.1,no,timezone boundary
2026-02-16,REG11,on_time_arrival_rate,weighted average,percent,85.97,86.4,86.32,0.43,yes,technician reassignment
2026-02-16,REG11,technician_utilization,average,percent,90.67,90.61,90.68,0.06,yes,timezone boundary
2026-02-16,REG11,cost_per_work_order,weighted average,dollars,129.9,133.35,131.54,3.45,no,duplicate appointment event
2026-02-23,REG11,completed_orders,sum,orders,5717,5719.98,5718.77,2.98,yes,late arriving work order status
2026-02-23,REG11,first_visit_fix_rate,weighted average,percent,75.53,76.15,75.8,0.62,yes,technician reassignment
2026-02-23,REG11,repeat_visit_rate,weighted average,percent,12.53,14.38,12.99,1.85,no,missing cancellation filter
2026-02-23,REG11,on_time_arrival_rate,weighted average,percent,86.17,86.15,86.32,0.02,yes,missing cancellation filter
2026-02-23,REG11,technician_utilization,average,percent,87.51,87.56,87.5,0.04,yes,missing cancellation filter
2026-02-23,REG11,cost_per_work_order,weighted average,dollars,128.4,125.75,127.8,2.64,no,timezone boundary
2026-03-02,REG11,completed_orders,sum,orders,5876,5879.46,5878.16,3.46,yes,missing cancellation filter
2026-03-02,REG11,first_visit_fix_rate,weighted average,percent,72.66,72.58,72.57,0.08,yes,missing cancellation filter
2026-03-02,REG11,repeat_visit_rate,weighted average,percent,14.28,15.03,14.59,0.75,no,duplicate appointment event
2026-03-02,REG11,on_time_arrival_rate,weighted average,percent,86.33,85.9,85.89,0.43,yes,duplicate appointment event
2026-03-02,REG11,technician_utilization,average,percent,91.73,92.73,92.69,1.01,no,duplicate appointment event
2026-03-02,REG11,cost_per_work_order,weighted average,dollars,135.76,137.3,136.75,1.55,no,technician reassignment
2026-03-09,REG11,completed_orders,sum,orders,6057,6057.02,6057.07,0.02,yes,duplicate appointment event
2026-03-09,REG11,first_visit_fix_rate,weighted average,percent,73.29,73.23,73.37,0.05,yes,late arriving work order status
2026-03-09,REG11,repeat_visit_rate,weighted average,percent,13.85,14.74,14.34,0.89,no,technician reassignment
2026-03-09,REG11,on_time_arrival_rate,weighted average,percent,84.62,86.99,85.31,2.37,no,late arriving work order status
2026-03-09,REG11,technician_utilization,average,percent,91.53,90.65,91.21,0.87,no,duplicate appointment event
2026-03-09,REG11,cost_per_work_order,weighted average,dollars,141.29,141.37,141.22,0.08,yes,duplicate appointment event
2026-03-16,REG11,completed_orders,sum,orders,5891,5888.24,5888.81,2.76,yes,late arriving work order status
2026-03-16,REG11,first_visit_fix_rate,weighted average,percent,74.97,74.71,74.96,0.26,yes,timezone boundary
2026-03-16,REG11,repeat_visit_rate,weighted average,percent,13.07,12.44,12.97,0.63,yes,missing cancellation filter
2026-03-16,REG11,on_time_arrival_rate,weighted average,percent,85.52,87.67,86.16,2.15,no,missing cancellation filter
2026-03-16,REG11,technician_utilization,average,percent,91.01,90.96,90.79,0.06,yes,duplicate appointment event
2026-03-16,REG11,cost_per_work_order,weighted average,dollars,141.57,141.48,141.51,0.09,yes,timezone boundary
2026-03-23,REG11,completed_orders,sum,orders,5984,5989.62,5987.7,5.62,no,technician reassignment
2026-03-23,REG11,first_visit_fix_rate,weighted average,percent,74.65,73.11,74.07,1.54,no,missing cancellation filter
2026-03-23,REG11,repeat_visit_rate,weighted average,percent,12.99,14.87,14.11,1.87,no,missing cancellation filter
2026-03-23,REG11,on_time_arrival_rate,weighted average,percent,86.78,85.48,85.93,1.31,no,missing cancellation filter
2026-03-23,REG11,technician_utilization,average,percent,89.06,90.42,89.35,1.36,no,late arriving work order status
2026-03-23,REG11,cost_per_work_order,weighted average,dollars,127.8,127.8,127.75,0.01,yes,technician reassignment
2026-03-30,REG11,completed_orders,sum,orders,5698,5705.47,5702.15,7.47,no,duplicate appointment event
2026-03-30,REG11,first_visit_fix_rate,weighted average,percent,75.09,76.15,76.03,1.06,no,duplicate appointment event
2026-03-30,REG11,repeat_visit_rate,weighted average,percent,11.78,11.82,11.78,0.04,yes,missing cancellation filter
2026-03-30,REG11,on_time_arrival_rate,weighted average,percent,86.37,86.29,86.35,0.08,yes,missing cancellation filter
2026-03-30,REG11,technician_utilization,average,percent,87.5,88.0,87.42,0.5,yes,timezone boundary
2026-03-30,REG11,cost_per_work_order,weighted average,dollars,128.21,125.46,126.57,2.76,no,late arriving work order status
2026-04-06,REG11,completed_orders,sum,orders,5591,5590.99,5590.93,0.01,yes,missing cancellation filter
2026-04-06,REG11,first_visit_fix_rate,weighted average,percent,75.37,73.31,74.34,2.06,no,late arriving work order status
2026-04-06,REG11,repeat_visit_rate,weighted average,percent,13.45,11.67,12.32,1.78,no,technician reassignment
2026-04-06,REG11,on_time_arrival_rate,weighted average,percent,87.25,85.09,86.41,2.15,no,timezone boundary
2026-04-06,REG11,technician_utilization,average,percent,87.61,87.75,87.72,0.14,yes,timezone boundary
2026-04-06,REG11,cost_per_work_order,weighted average,dollars,131.89,133.95,132.9,2.06,no,timezone boundary
2026-04-13,REG11,completed_orders,sum,orders,5758,5761.28,5758.74,3.28,yes,late arriving work order status
2026-04-13,REG11,first_visit_fix_rate,weighted average,percent,75.57,76.1,76.11,0.53,yes,timezone boundary
2026-04-13,REG11,repeat_visit_rate,weighted average,percent,15.09,15.07,15.09,0.02,yes,late arriving work order status
2026-04-13,REG11,on_time_arrival_rate,weighted average,percent,87.76,89.25,89.0,1.49,no,duplicate appointment event
2026-04-13,REG11,technician_utilization,average,percent,89.14,88.49,88.78,0.65,yes,duplicate appointment event
2026-04-13,REG11,cost_per_work_order,weighted average,dollars,134.59,133.48,133.92,1.1,yes,duplicate appointment event
2026-04-20,REG11,completed_orders,sum,orders,5768,5769.85,5769.59,1.85,yes,duplicate appointment event
2026-04-20,REG11,first_visit_fix_rate,weighted average,percent,74.49,74.62,74.67,0.12,yes,missing cancellation filter
2026-04-20,REG11,repeat_visit_rate,weighted average,percent,11.26,10.83,10.92,0.43,yes,late arriving work order status
2026-04-20,REG11,on_time_arrival_rate,weighted average,percent,85.32,85.3,85.45,0.02,yes,missing cancellation filter
2026-04-20,REG11,technician_utilization,average,percent,90.7,91.89,91.4,1.19,no,duplicate appointment event
2026-04-20,REG11,cost_per_work_order,weighted average,dollars,128.83,128.77,128.52,0.05,yes,late arriving work order status
2026-04-27,REG11,completed_orders,sum,orders,5404,5404.08,5404.24,0.08,yes,technician reassignment
2026-04-27,REG11,first_visit_fix_rate,weighted average,percent,74.78,74.11,74.52,0.67,yes,missing cancellation filter
2026-04-27,REG11,repeat_visit_rate,weighted average,percent,12.92,11.38,11.87,1.54,no,technician reassignment
2026-04-27,REG11,on_time_arrival_rate,weighted average,percent,87.34,86.66,87.22,0.68,yes,late arriving work order status
2026-04-27,REG11,technician_utilization,average,percent,84.54,85.54,85.21,1.0,no,duplicate appointment event
2026-04-27,REG11,cost_per_work_order,weighted average,dollars,127.78,127.59,127.91,0.19,yes,late arriving work order status
2026-05-04,REG11,completed_orders,sum,orders,5715,5714.99,5714.94,0.01,yes,technician reassignment
2026-05-04,REG11,first_visit_fix_rate,weighted average,percent,76.63,75.08,75.53,1.56,no,timezone boundary
2026-05-04,REG11,repeat_visit_rate,weighted average,percent,13.19,12.65,12.84,0.55,yes,duplicate appointment event
2026-05-04,REG11,on_time_arrival_rate,weighted average,percent,85.41,85.4,85.38,0.01,yes,technician reassignment
2026-05-04,REG11,technician_utilization,average,percent,87.11,88.13,87.81,1.02,no,missing cancellation filter
2026-05-04,REG11,cost_per_work_order,weighted average,dollars,129.23,126.92,127.88,2.31,no,late arriving work order status
2026-01-05,REG12,completed_orders,sum,orders,3671,3674.47,3672.23,3.47,yes,late arriving work order status
2026-01-05,REG12,first_visit_fix_rate,weighted average,percent,67.13,66.51,66.72,0.62,yes,late arriving work order status
2026-01-05,REG12,repeat_visit_rate,weighted average,percent,13.7,14.14,13.8,0.43,yes,missing cancellation filter
2026-01-05,REG12,on_time_arrival_rate,weighted average,percent,85.71,84.2,84.71,1.51,no,technician reassignment
2026-01-05,REG12,technician_utilization,average,percent,90.91,90.93,90.89,0.01,yes,technician reassignment
2026-01-05,REG12,cost_per_work_order,weighted average,dollars,139.38,136.61,137.81,2.77,no,technician reassignment
2026-01-12,REG12,completed_orders,sum,orders,3712,3711.99,3712.12,0.01,yes,timezone boundary
2026-01-12,REG12,first_visit_fix_rate,weighted average,percent,68.28,68.73,68.63,0.45,yes,duplicate appointment event
2026-01-12,REG12,repeat_visit_rate,weighted average,percent,14.4,12.87,13.93,1.53,no,timezone boundary
2026-01-12,REG12,on_time_arrival_rate,weighted average,percent,85.64,85.51,85.65,0.13,yes,technician reassignment
2026-01-12,REG12,technician_utilization,average,percent,91.87,90.51,91.24,1.36,no,timezone boundary
2026-01-12,REG12,cost_per_work_order,weighted average,dollars,134.8,134.79,134.87,0.01,yes,timezone boundary
2026-01-19,REG12,completed_orders,sum,orders,3716,3719.59,3717.05,3.59,yes,timezone boundary
2026-01-19,REG12,first_visit_fix_rate,weighted average,percent,68.48,68.96,68.99,0.48,yes,timezone boundary
2026-01-19,REG12,repeat_visit_rate,weighted average,percent,14.62,15.18,14.72,0.56,yes,duplicate appointment event
2026-01-19,REG12,on_time_arrival_rate,weighted average,percent,85.64,84.22,85.16,1.42,no,duplicate appointment event
2026-01-19,REG12,technician_utilization,average,percent,91.43,90.08,90.62,1.35,no,late arriving work order status
2026-01-19,REG12,cost_per_work_order,weighted average,dollars,140.66,142.31,141.03,1.65,no,late arriving work order status
2026-01-26,REG12,completed_orders,sum,orders,3857,3859.98,3857.66,2.98,yes,late arriving work order status
2026-01-26,REG12,first_visit_fix_rate,weighted average,percent,67.56,67.43,67.5,0.13,yes,missing cancellation filter
2026-01-26,REG12,repeat_visit_rate,weighted average,percent,14.3,14.32,14.37,0.02,yes,late arriving work order status
2026-01-26,REG12,on_time_arrival_rate,weighted average,percent,86.13,86.2,86.23,0.06,yes,technician reassignment
2026-01-26,REG12,technician_utilization,average,percent,93.66,93.16,93.34,0.5,yes,timezone boundary
2026-01-26,REG12,cost_per_work_order,weighted average,dollars,136.23,136.28,136.25,0.05,yes,timezone boundary
2026-02-02,REG12,completed_orders,sum,orders,3731,3733.8,3731.93,2.8,yes,late arriving work order status
2026-02-02,REG12,first_visit_fix_rate,weighted average,percent,66.74,66.73,66.93,0.02,yes,timezone boundary
2026-02-02,REG12,repeat_visit_rate,weighted average,percent,14.84,13.69,14.43,1.15,no,late arriving work order status
2026-02-02,REG12,on_time_arrival_rate,weighted average,percent,85.48,85.9,85.6,0.42,yes,late arriving work order status
2026-02-02,REG12,technician_utilization,average,percent,91.97,91.46,91.57,0.51,yes,duplicate appointment event
2026-02-02,REG12,cost_per_work_order,weighted average,dollars,140.66,140.63,140.77,0.03,yes,late arriving work order status
2026-02-09,REG12,completed_orders,sum,orders,3530,3529.91,3530.01,0.09,yes,duplicate appointment event
2026-02-09,REG12,first_visit_fix_rate,weighted average,percent,67.19,67.74,67.45,0.55,yes,late arriving work order status
2026-02-09,REG12,repeat_visit_rate,weighted average,percent,14.14,15.52,14.92,1.38,no,duplicate appointment event
2026-02-09,REG12,on_time_arrival_rate,weighted average,percent,84.79,84.6,84.7,0.19,yes,missing cancellation filter
2026-02-09,REG12,technician_utilization,average,percent,88.31,87.71,87.99,0.61,yes,technician reassignment
2026-02-09,REG12,cost_per_work_order,weighted average,dollars,134.35,134.36,134.49,0.02,yes,technician reassignment
2026-02-16,REG12,completed_orders,sum,orders,3750,3749.89,3750.02,0.11,yes,late arriving work order status
2026-02-16,REG12,first_visit_fix_rate,weighted average,percent,66.95,67.05,66.72,0.1,yes,late arriving work order status
2026-02-16,REG12,repeat_visit_rate,weighted average,percent,13.79,12.56,13.22,1.23,no,duplicate appointment event
2026-02-16,REG12,on_time_arrival_rate,weighted average,percent,87.14,85.93,86.78,1.2,no,missing cancellation filter
2026-02-16,REG12,technician_utilization,average,percent,91.06,89.56,90.71,1.5,no,timezone boundary
2026-02-16,REG12,cost_per_work_order,weighted average,dollars,140.35,141.04,140.98,0.69,yes,late arriving work order status
2026-02-23,REG12,completed_orders,sum,orders,3681,3680.97,3680.98,0.03,yes,missing cancellation filter
2026-02-23,REG12,first_visit_fix_rate,weighted average,percent,66.79,65.76,66.29,1.03,no,duplicate appointment event
2026-02-23,REG12,repeat_visit_rate,weighted average,percent,14.63,15.54,15.04,0.9,no,missing cancellation filter
2026-02-23,REG12,on_time_arrival_rate,weighted average,percent,85.32,83.83,84.92,1.49,no,late arriving work order status
2026-02-23,REG12,technician_utilization,average,percent,90.87,90.16,90.34,0.71,yes,duplicate appointment event
2026-02-23,REG12,cost_per_work_order,weighted average,dollars,142.17,142.15,142.34,0.02,yes,duplicate appointment event
2026-03-02,REG12,completed_orders,sum,orders,3545,3545.0,3544.99,0.0,yes,technician reassignment
2026-03-02,REG12,first_visit_fix_rate,weighted average,percent,67.03,67.02,67.04,0.01,yes,missing cancellation filter
2026-03-02,REG12,repeat_visit_rate,weighted average,percent,13.88,13.0,13.24,0.88,no,timezone boundary
2026-03-02,REG12,on_time_arrival_rate,weighted average,percent,85.92,85.94,85.89,0.02,yes,missing cancellation filter
2026-03-02,REG12,technician_utilization,average,percent,90.14,89.3,89.71,0.84,no,missing cancellation filter
2026-03-02,REG12,cost_per_work_order,weighted average,dollars,142.17,140.01,141.2,2.17,no,late arriving work order status
2026-03-09,REG12,completed_orders,sum,orders,3668,3668.07,3667.92,0.07,yes,technician reassignment
2026-03-09,REG12,first_visit_fix_rate,weighted average,percent,66.28,66.37,66.45,0.09,yes,duplicate appointment event
2026-03-09,REG12,repeat_visit_rate,weighted average,percent,14.43,14.39,14.45,0.04,yes,timezone boundary
2026-03-09,REG12,on_time_arrival_rate,weighted average,percent,84.44,84.45,84.47,0.01,yes,duplicate appointment event
2026-03-09,REG12,technician_utilization,average,percent,87.94,89.29,88.4,1.35,no,timezone boundary
2026-03-09,REG12,cost_per_work_order,weighted average,dollars,137.03,137.49,137.18,0.46,yes,duplicate appointment event
2026-03-16,REG12,completed_orders,sum,orders,3817,3817.01,3817.2,0.01,yes,duplicate appointment event
2026-03-16,REG12,first_visit_fix_rate,weighted average,percent,66.41,65.22,65.41,1.19,no,missing cancellation filter
2026-03-16,REG12,repeat_visit_rate,weighted average,percent,13.87,14.33,13.88,0.46,yes,technician reassignment
2026-03-16,REG12,on_time_arrival_rate,weighted average,percent,85.04,85.81,85.44,0.77,no,late arriving work order status
2026-03-16,REG12,technician_utilization,average,percent,92.84,93.24,93.09,0.4,yes,timezone boundary
2026-03-16,REG12,cost_per_work_order,weighted average,dollars,139.24,138.02,139.02,1.22,no,timezone boundary
2026-03-23,REG12,completed_orders,sum,orders,3455,3461.06,3458.39,6.06,no,technician reassignment
2026-03-23,REG12,first_visit_fix_rate,weighted average,percent,66.2,66.29,66.25,0.1,yes,timezone boundary
2026-03-23,REG12,repeat_visit_rate,weighted average,percent,15.41,15.35,15.39,0.06,yes,late arriving work order status
2026-03-23,REG12,on_time_arrival_rate,weighted average,percent,85.09,85.1,84.88,0.01,yes,duplicate appointment event
2026-03-23,REG12,technician_utilization,average,percent,87.03,87.06,87.04,0.03,yes,missing cancellation filter
2026-03-23,REG12,cost_per_work_order,weighted average,dollars,134.84,135.3,135.36,0.46,yes,timezone boundary
2026-03-30,REG12,completed_orders,sum,orders,3731,3731.01,3730.92,0.01,yes,late arriving work order status
2026-03-30,REG12,first_visit_fix_rate,weighted average,percent,66.01,65.95,66.02,0.05,yes,late arriving work order status
2026-03-30,REG12,repeat_visit_rate,weighted average,percent,14.22,14.2,14.18,0.02,yes,late arriving work order status
2026-03-30,REG12,on_time_arrival_rate,weighted average,percent,84.46,84.44,84.6,0.01,yes,timezone boundary
2026-03-30,REG12,technician_utilization,average,percent,89.96,89.97,89.88,0.02,yes,duplicate appointment event
2026-03-30,REG12,cost_per_work_order,weighted average,dollars,142.17,143.66,143.08,1.5,no,timezone boundary
2026-04-06,REG12,completed_orders,sum,orders,3664,3666.41,3665.72,2.41,yes,timezone boundary
2026-04-06,REG12,first_visit_fix_rate,weighted average,percent,67.79,70.05,68.31,2.26,no,technician reassignment
2026-04-06,REG12,repeat_visit_rate,weighted average,percent,13.32,13.34,13.12,0.02,yes,duplicate appointment event
2026-04-06,REG12,on_time_arrival_rate,weighted average,percent,84.76,82.97,84.12,1.79,no,duplicate appointment event
2026-04-06,REG12,technician_utilization,average,percent,91.36,92.39,91.71,1.03,no,technician reassignment
2026-04-06,REG12,cost_per_work_order,weighted average,dollars,142.43,142.4,142.45,0.03,yes,late arriving work order status
2026-04-13,REG12,completed_orders,sum,orders,3658,3657.9,3658.15,0.1,yes,missing cancellation filter
2026-04-13,REG12,first_visit_fix_rate,weighted average,percent,68.23,68.21,68.41,0.02,yes,late arriving work order status
2026-04-13,REG12,repeat_visit_rate,weighted average,percent,14.04,14.15,14.02,0.11,yes,missing cancellation filter
2026-04-13,REG12,on_time_arrival_rate,weighted average,percent,85.45,84.02,84.78,1.43,no,timezone boundary
2026-04-13,REG12,technician_utilization,average,percent,89.93,89.04,89.43,0.89,no,technician reassignment
2026-04-13,REG12,cost_per_work_order,weighted average,dollars,137.49,137.37,137.57,0.12,yes,late arriving work order status
2026-04-20,REG12,completed_orders,sum,orders,3482,3474.83,3479.47,7.17,no,missing cancellation filter
2026-04-20,REG12,first_visit_fix_rate,weighted average,percent,67.17,66.95,66.87,0.23,yes,technician reassignment
2026-04-20,REG12,repeat_visit_rate,weighted average,percent,15.11,14.96,14.98,0.14,yes,timezone boundary
2026-04-20,REG12,on_time_arrival_rate,weighted average,percent,85.44,85.45,85.57,0.01,yes,technician reassignment
2026-04-20,REG12,technician_utilization,average,percent,86.16,84.95,85.57,1.21,no,late arriving work order status
2026-04-20,REG12,cost_per_work_order,weighted average,dollars,132.32,133.18,132.64,0.86,yes,technician reassignment
2026-04-27,REG12,completed_orders,sum,orders,3392,3395.44,3393.45,3.44,yes,technician reassignment
